instrumento,simbolo,descripcion,mercado,panel,ultimoPrecio,apertura,cierreAnterior,variacionDiaria,volumen,maximo,minimo,rango52SemanasMin,rango52SemanasMax,fechaHoraCotizacion,mepCclImplicito,fuente
"cedears","FMX","Cedear Fomento Ec.Mexicano Sab","bcba",,"28360","28340","28360","1.28","0","28420","28340",,,"2026-04-24T19:53:53.803Z","1433.047","/1/Titulos/FMX/CotizacionDetalle"
"cedears","FMXD","Cedear Fomento Ec.Mexicano Sab","bcba",,"19.79","20.56","19.79","0","0","20.56","20.56",,,"2026-04-24T04:00:29.000Z","1433.047","/1/Titulos/FMXD/CotizacionDetalle"
"cedears","FNMA","Cedear Fed.Natl Mort-Fannie Mae Esc.","bcba",,"10900","10500","10900","0.73","0","10500","10500",,,"2026-04-24T17:41:24.187Z",,"/1/Titulos/FNMA/CotizacionDetalle"
"cedears","FSLR","Cedear First Solar Inc.","bcba",,"16100","16030","16100","0","0","16180","15710",,,"2026-04-24T19:56:16.900Z","1459.6555","/1/Titulos/FSLR/CotizacionDetalle"
"cedears","FSLRD","Cedear First Solar Inc.","bcba",,"11.03","11.11","11.03","-2.81","0","11.11","11",,,"2026-04-24T16:05:33.840Z","1459.6555","/1/Titulos/FSLRD/CotizacionDetalle"
"cedears","FXI","Cedear Ishares Trust Ftse Chin","bcba",,"11040","10860","11040","2.12","0","11050","10830",,,"2026-04-24T19:57:07.483Z","1431.9066","/1/Titulos/FXI/CotizacionDetalle"
"cedears","FXIC","Cedear Ishares Trust Ftse China 25 Index Fund","bcba",,"7.36","7.66","7.36","0","0","7.66","7.35",,,"2026-04-24T04:00:43.950Z","1431.9066","/1/Titulos/FXIC/CotizacionDetalle"
"cedears","FXID","Cedear Ishares Trust Ftse China 25 Index Fund","bcba",,"7.71","7.77","7.71","1.31","0","7.77","7.62",,,"2026-04-24T19:56:04.417Z","1431.9066","/1/Titulos/FXID/CotizacionDetalle"
"cedears","GDX","Cedear Van Eck Gold Miners Etf","bcba",,"14110","13780","14110","3.75","0","14100","13680",,,"2026-04-24T19:58:56.160Z","1450.1542","/1/Titulos/GDX/CotizacionDetalle"
"cedears","GDXC","Cedear Van Eck Gold Miners Etf","bcba",,"9.31","0","9.31","0","0","0","0",,,"2026-04-23T16:03:58.103Z","1450.1542","/1/Titulos/GDXC/CotizacionDetalle"
"cedears","GDXD","Cedear Van Eck Gold Miners Etf","bcba",,"9.73","9.81","9.73","1.99","0","9.85","9.73",,,"2026-04-24T19:29:09.127Z","1450.1542","/1/Titulos/GDXD/CotizacionDetalle"
"cedears","GE","Cedear Ge Aerospace","bcba",,"53200","51700","53200","2.01","0","53300","51575",,,"2026-04-24T19:59:28.113Z","1441.3438","/1/Titulos/GE/CotizacionDetalle"
"cedears","GEC","Cedear Ge Aerospace","bcba",,"35","35.32","35","-5.4","0","37.74","35.32",,,"2026-04-24T15:46:10.643Z","1441.3438","/1/Titulos/GEC/CotizacionDetalle"
"cedears","GED","Cedear Ge Aerospace","bcba",,"36.91","36.23","36.91","1.04","0","38","35.96",,,"2026-04-24T19:46:21.970Z","1441.3438","/1/Titulos/GED/CotizacionDetalle"
"cedears","GFI","Cedear Gold Fields Ltd.","bcba",,"68075","67600","68075","5.17","0","68650","67600",,,"2026-04-24T19:48:31.993Z",,"/1/Titulos/GFI/CotizacionDetalle"
"cedears","GGB","Cedear Gerdau S.A.","bcba",,"25680","25300","25680","0.46","0","25820","25300",,,"2026-04-24T19:57:40.050Z","1409.4402","/1/Titulos/GGB/CotizacionDetalle"
"cedears","GGBD","Cedear Gerdau S.A.","bcba",,"18.22","18.23","18.22","0","0","18.23","18.23",,,"2026-04-24T04:00:43.670Z","1409.4402","/1/Titulos/GGBD/CotizacionDetalle"
"cedears","GILD","Cedear Gilead Sciences, Inc.","bcba",,"48800","49000","48800","-1.25","0","49000","48220",,,"2026-04-24T19:56:18.633Z",,"/1/Titulos/GILD/CotizacionDetalle"
"cedears","GILDC","Cedear Gilead Sciences, Inc.","bcba",,"32.98","32.98","32.98","0","0","0","0",,,"2026-04-24T04:00:29.080Z",,"/1/Titulos/GILDC/CotizacionDetalle"
"cedears","GILDD","Cedear Gilead Sciences, Inc.","bcba",,"33.99","34.49","33.99","-4.7","0","34.49","33.33",,,"2026-04-24T18:58:07.503Z",,"/1/Titulos/GILDD/CotizacionDetalle"
"cedears","GLD","Cedear Etf Spdr Gold Trust","bcba",,"12970","12830","12970","1.96","0","12980","12690",,,"2026-04-24T19:59:46.263Z",,"/1/Titulos/GLD/CotizacionDetalle"
"cedears","GLDC","Cedear Etf Spdr Gold Trust","bcba",,"8.76","8.61","8.76","-0.22","0","8.79","8.61",,,"2026-04-24T18:18:33.187Z",,"/1/Titulos/GLDC/CotizacionDetalle"
"cedears","GLDD","Cedear Etf Spdr Gold Trust","bcba",,"9","8.9","9","0.55","0","9.04","8.9",,,"2026-04-24T19:58:06.720Z",,"/1/Titulos/GLDD/CotizacionDetalle"
"cedears","GLOB","Cedear Globant S.A.","bcba",,"3567.5","3605","3567.5","0","0","3605","3457.5",,,"2026-04-24T19:59:53.797Z","1438.5081","/1/Titulos/GLOB/CotizacionDetalle"
"cedears","GLOBC","Cedear Globant S.A.","bcba",,"2.475","2.49","2.475","0","0","2.49","2.4",,,"2026-04-24T04:01:08.890Z","1438.5081","/1/Titulos/GLOBC/CotizacionDetalle"
"cedears","GLOBD","Cedear Globant S.A.","bcba",,"2.48","2.525","2.48","-1.39","0","2.525","2.4",,,"2026-04-24T19:54:25.417Z","1438.5081","/1/Titulos/GLOBD/CotizacionDetalle"
"cedears","GLW","Cedear Corning Incorporated","bcba",,"65850","64525","65850","5.36","0","66600","64275",,,"2026-04-24T19:54:48.057Z",,"/1/Titulos/GLW/CotizacionDetalle"
"cedears","GM","Cedear General Motors Co.","bcba",,"19500","19200","19500","1.29","0","19460","19030",,,"2026-04-24T19:57:48.787Z","1422.3195","/1/Titulos/GM/CotizacionDetalle"
"cedears","GMD","Cedear General Motors Co.","bcba",,"13.71","13.65","13.71","0.43","0","0","0",,,"2026-04-24T19:09:21.223Z","1422.3195","/1/Titulos/GMD/CotizacionDetalle"
"cedears","GOGLC","Cedear Google Inc.","bcba",,"6.01","5.9","6.01","1","0","5.95","5.86",,,"2026-04-24T19:56:51.203Z",,"/1/Titulos/GOGLC/CotizacionDetalle"
"cedears","GOGLD","Cedear Google Inc.","bcba",,"6.17","6.14","6.17","1.48","0","6.19","5.97",,,"2026-04-24T19:59:43.737Z",,"/1/Titulos/GOGLD/CotizacionDetalle"
"cedears","GOOGL","Cedear Alphabet Inc. Cl. A","bcba",,"8875","8650","8875","2.71","0","8925","8560",,,"2026-04-24T19:59:49.230Z",,"/1/Titulos/GOOGL/CotizacionDetalle"
"cedears","GPRK","Cedear Geopark Ltd.","bcba",,"13520","13490","13520","1.04","0","13670","13420",,,"2026-04-24T19:47:26.603Z","1442.9029","/1/Titulos/GPRK/CotizacionDetalle"
"cedears","GPRKC","Cedear Geopark Ltd.","bcba",,"8.66","9.23","8.66","0","0","0","0",,,"2026-04-24T04:00:20.643Z","1442.9029","/1/Titulos/GPRKC/CotizacionDetalle"
"cedears","GPRKD","Cedear Geopark Ltd.","bcba",,"9.37","9.54","9.37","-1.16","0","9.54","9.35",,,"2026-04-24T19:47:26.587Z","1442.9029","/1/Titulos/GPRKD/CotizacionDetalle"
"cedears","GRMN","Cedear Garmin Ltd.","bcba",,"128975","128700","128975","0.62","0","129775","128100",,,"2026-04-24T19:56:18.893Z","1433.0556","/1/Titulos/GRMN/CotizacionDetalle"
"cedears","GRMND","Cedear Garmin Ltd.","bcba",,"90","84.4","90","0","0","0","0",,,"2026-04-24T04:00:50.410Z","1433.0556","/1/Titulos/GRMND/CotizacionDetalle"
"cedears","GS","Cedear The Goldman Sachs Group","bcba",,"106900","105650","106900","1.25","0","106500","105275",,,"2026-04-24T19:56:16.677Z","1448.5095","/1/Titulos/GS/CotizacionDetalle"
"cedears","GSC","Cedear The Goldman Sachs Group","bcba",,"69.3","68.4","69.3","0","0","0","0",,,"2026-04-24T04:00:51.780Z","1448.5095","/1/Titulos/GSC/CotizacionDetalle"
"cedears","GSD","Cedear The Goldman Sachs Group","bcba",,"73.8","75","73.8","-1.2","0","75","73.7",,,"2026-04-24T18:08:00.260Z","1448.5095","/1/Titulos/GSD/CotizacionDetalle"
"cedears","GSK","Cedear Gsk Plc.","bcba",,"20310","20380","20310","-1.11","0","20450","20250",,,"2026-04-24T19:51:44.547Z","1423.2656","/1/Titulos/GSK/CotizacionDetalle"
"cedears","GSKC","Cedear Gsk Plc.","bcba",,"14.03","12.6986","14.03","0","0","0","0",,,"2026-04-24T04:00:29.143Z","1423.2656","/1/Titulos/GSKC/CotizacionDetalle"
"cedears","GSKD","Cedear Gsk Plc.","bcba",,"14.27","14.5","14.27","-1.58","0","0","0",,,"2026-04-24T14:32:38.120Z","1423.2656","/1/Titulos/GSKD/CotizacionDetalle"
"cedears","GT","Cedear Goodyear Tire & Rubber","bcba",,"5285","5250","5285","1.05","0","5355","5225",,,"2026-04-24T19:58:30.967Z","1409.3333","/1/Titulos/GT/CotizacionDetalle"
"cedears","GTC","Cedear Goodyear Tire & Rubber","bcba",,"3.76","3.56","3.76","5.61","0","0","0",,,"2026-04-20T17:20:37.037Z","1409.3333","/1/Titulos/GTC/CotizacionDetalle"
"cedears","GTD","Cedear Goodyear Tire & Rubber","bcba",,"3.75","3.65","3.75","0","0","3.75","3.65",,,"2026-04-24T04:00:50.687Z","1409.3333","/1/Titulos/GTD/CotizacionDetalle"
"cedears","HAL","Cedear Halliburton Co.","bcba",,"30140","29400","30140","2.72","0","30160","29020",,,"2026-04-24T19:58:16.637Z","1483.2677","/1/Titulos/HAL/CotizacionDetalle"
"cedears","HALC","Cedear Halliburton Co.","bcba",,"12.22","10.065","12.22","0","0","0","0",,,"2026-04-24T04:00:20.643Z","1483.2677","/1/Titulos/HALC/CotizacionDetalle"
"cedears","HALD","Cedear Halliburton Co.","bcba",,"20.32","20.62","20.32","-1.45","0","0","0",,,"2026-04-24T13:36:22.667Z","1483.2677","/1/Titulos/HALD/CotizacionDetalle"
"cedears","HAPV3","Cedear Hapvida Participacoes I Investimentos Sa","bcba",,"4047.5","3850","4047.5","7.43","0","4100","3750",,,"2026-04-24T19:59:55.197Z",,"/1/Titulos/HAPV3/CotizacionDetalle"
"cedears","HD","Cedear The Home Depot Inc.","bcba",,"15710","15620","15710","0.31","0","15810","15620",,,"2026-04-24T19:59:06.323Z",,"/1/Titulos/HD/CotizacionDetalle"
"cedears","HDB","Cedear Hdfc Bank Limited","bcba",,"19260","18980","19260","2.22","0","19260","18980",,,"2026-04-24T19:54:27.637Z",,"/1/Titulos/HDB/CotizacionDetalle"
"cedears","HDC","Cedear The Home Depot Inc.","bcba",,"10.37","10.59","10.37","-2.07","0","0","0",,,"2026-04-24T18:56:25.753Z",,"/1/Titulos/HDC/CotizacionDetalle"
"cedears","HDD","Cedear The Home Depot Inc.","bcba",,"10.95","11","10.95","0","0","11","10.58",,,"2026-04-24T19:28:34.073Z",,"/1/Titulos/HDD/CotizacionDetalle"
"cedears","HL","Cedear Hecla Mining Co","bcba",,"28180","27180","28180","4.13","0","28220","27140",,,"2026-04-24T19:58:15.803Z","1468.4732","/1/Titulos/HL/CotizacionDetalle"
"cedears","HLD","Cedear Hecla Mining Co.","bcba",,"19.19","19.18","19.19","1","0","19.18","19.18",,,"2026-04-24T15:07:12.597Z","1468.4732","/1/Titulos/HLD/CotizacionDetalle"
"cedears","HMC","Cedear Honda Motor Co. Ltd.","bcba",,"36400","36020","36400","0.94","0","36420","36020",,,"2026-04-24T19:49:29.000Z",,"/1/Titulos/HMC/CotizacionDetalle"
"cedears","HMY","Cedear Harmony Gold Mining Co","bcba",,"24980","24300","24980","4.35","0","25120","24110",,,"2026-04-24T19:57:10.363Z","1432.3394","/1/Titulos/HMY/CotizacionDetalle"
"cedears","HMYC","Cedear Harmony Gold Mining Co.","bcba",,"17.16","17.16","17.16","0","0","0","0",,,"2026-04-24T04:00:43.807Z","1432.3394","/1/Titulos/HMYC/CotizacionDetalle"
"cedears","HMYD","Cedear Harmony Gold Mining Co","bcba",,"17.44","16.9","17.44","3.89","0","17.49","16.9",,,"2026-04-24T19:55:12.830Z","1432.3394","/1/Titulos/HMYD/CotizacionDetalle"
"cedears","HOG","Cedear Harley Davidson Inc","bcba",,"11600","11650","11600","1.04","0","11650","11510",,,"2026-04-24T18:59:14.643Z",,"/1/Titulos/HOG/CotizacionDetalle"
"cedears","HON","Cedear Honeywell International","bcba",,"39580","39180","39580","0.15","0","39680","39020",,,"2026-04-24T18:08:18.370Z","1430.9472","/1/Titulos/HON/CotizacionDetalle"
"cedears","HOND","Cedear Honeywell International","bcba",,"27.66","28.41","27.66","-2.63","0","0","0",,,"2026-04-24T14:56:40.620Z","1430.9472","/1/Titulos/HOND/CotizacionDetalle"
"cedears","HOOD","Cedear Robinhood Markets Inc.","bcba",,"4330","4260","4330","2.06","0","4370","4260",,,"2026-04-24T19:49:26.610Z",,"/1/Titulos/HOOD/CotizacionDetalle"
"cedears","HOODD","Cedear Robinhood Markets Inc.","bcba",,"3.07","3.01","3.07","1.15","0","3.035","3.01",,,"2026-04-24T18:02:20.100Z",,"/1/Titulos/HOODD/CotizacionDetalle"
"cedears","HPQ","Cedear Hp Inc.","bcba",,"29580","30060","29580","-0.47","0","30600","29340",,,"2026-04-24T19:53:27.163Z","1484.9398","/1/Titulos/HPQ/CotizacionDetalle"
"cedears","HPQD","Cedear Hp Inc.","bcba",,"19.92","19.92","19.92","0","0","0","0",,,"2026-04-24T04:00:48.990Z","1484.9398","/1/Titulos/HPQD/CotizacionDetalle"
"cedears","HSBC","Cedear Hsbc Holding Plc Adr","bcba",,"67000","66825","67000","1.43","0","66925","66725",,,"2026-04-24T18:26:12.907Z",,"/1/Titulos/HSBC/CotizacionDetalle"
"cedears","HSY","Cedear The Hershey Company","bcba",,"13650","13570","13650","0.66","0","13690","13380",,,"2026-04-24T19:57:44.053Z","1433.8235","/1/Titulos/HSY/CotizacionDetalle"
"cedears","HSYC","Cedear The Hershey Company","bcba",,"9.27","9.28","9.27","0","0","9.28","9.28",,,"2026-04-24T04:00:47.257Z","1433.8235","/1/Titulos/HSYC/CotizacionDetalle"
"cedears","HSYD","Cedear The Hershey Company","bcba",,"9.52","10","9.52","-1.95","0","10","9.51",,,"2026-04-24T17:43:50.037Z","1433.8235","/1/Titulos/HSYD/CotizacionDetalle"
"cedears","HUT","Cedear Hut 8 Mining Corp.","bcba",,"575300","602000","575300","-1.21","0","603000","574950",,,"2026-04-24T19:59:49.190Z","1438.25","/1/Titulos/HUT/CotizacionDetalle"
"cedears","HUTC","Cedear Hut 8 Mining Corp.","bcba",,"400.75","330","400.75","21.43","0","0","0",,,"2026-04-24T15:45:19.213Z","1438.25","/1/Titulos/HUTC/CotizacionDetalle"
"cedears","HUTD","Cedear Hut 8 Mining Corp.","bcba",,"400","426.75","400","-2.26","0","426.75","400",,,"2026-04-24T19:49:22.927Z","1438.25","/1/Titulos/HUTD/CotizacionDetalle"
"cedears","HWM","Cedear Howmet Aerospace Inc","bcba",,"363425","359350","363425","-0.62","0","362800","357775",,,"2026-04-24T19:29:58.507Z","1408.624","/1/Titulos/HWM/CotizacionDetalle"
"cedears","HWMD","Cedear Howmet Aerospace Inc","bcba",,"258","272","258","0","0","0","0",,,"2026-04-24T04:00:29.883Z","1408.624","/1/Titulos/HWMD/CotizacionDetalle"
"cedears","IBB","Cedear Ishares Nasdaq Biotechn","bcba",,"9370","9370","9370","-0.31","0","9435","9240",,,"2026-04-24T19:34:56.693Z","1413.273","/1/Titulos/IBB/CotizacionDetalle"
"cedears","IBBC","Cedear Ishares Nasdaq Biotechn","bcba",,"6.33","6.33","6.33","0","0","0","0",,,"2026-04-24T04:01:12.900Z","1413.273","/1/Titulos/IBBC/CotizacionDetalle"
"cedears","IBBD","Cedear Ishares Nasdaq Biotechn","bcba",,"6.63","6.59","6.63","-2.64","0","6.64","6.54",,,"2026-04-24T19:28:31.113Z","1413.273","/1/Titulos/IBBD/CotizacionDetalle"
"cedears","IBIT","Cedear Ishares Bitcoin Tr (Ibi","bcba",,"6560","6510","6560","1.07","0","6590","6510",,,"2026-04-24T19:59:50.423Z","1441.7582","/1/Titulos/IBIT/CotizacionDetalle"
"cedears","IBITC","Cedear Ishares Bitcoin Tr","bcba",,"4.395","4.495","4.395","1.85","0","4.505","4.37",,,"2026-04-24T19:50:14.383Z","1441.7582","/1/Titulos/IBITC/CotizacionDetalle"
"cedears","IBITD","Cedear Ishares Bitcoin Tr","bcba",,"4.55","4.605","4.55","0.11","0","4.61","4.53",,,"2026-04-24T19:58:24.823Z","1441.7582","/1/Titulos/IBITD/CotizacionDetalle"
"cedears","IBM","Cedear Int.Business Machines (Ibm)","bcba",,"23170","22850","23170","1.48","0","23160","22320",,,"2026-04-24T19:59:37.090Z","1431.1303","/1/Titulos/IBM/CotizacionDetalle"
"cedears","IBMC","Cedear Int.Business Machines C","bcba",,"16.65","16.89","16.65","0","0","16.89","16.46",,,"2026-04-24T04:00:50.993Z","1431.1303","/1/Titulos/IBMC/CotizacionDetalle"
"cedears","IBMD","Cedear Int.Business Machines (Ibm)","bcba",,"16.19","16.5","16.19","0.18","0","16.5","15.6",,,"2026-04-24T19:57:33.690Z","1431.1303","/1/Titulos/IBMD/CotizacionDetalle"
"cedears","IBN","Cedear Icici Bank Ltd.","bcba",,"41260","41260","41260","-0.91","0","41460","41240",,,"2026-04-24T19:34:44.443Z",,"/1/Titulos/IBN/CotizacionDetalle"
"cedears","ICLN","CEDEAR ISHARES GLOBAL CLEAN ENERGY ETF","bcba",,"5985","5970","5985","0.5","0","6005","5920",,,"2026-04-24T19:59:30.823Z","1431.8182","/1/Titulos/ICLN/CotizacionDetalle"
"cedears","ICLNC","Cedear Ishares Global Clean Energy Etf","bcba",,"4.18","4.18","4.18","0","0","4.18","4.18",,,"2026-04-24T04:00:18.403Z","1431.8182","/1/Titulos/ICLNC/CotizacionDetalle"
"cedears","ICLND","Cedear Ishares Global Clean Energy Etf","bcba",,"4.18","4.25","4.18","-1.53","0","4.29","4.18",,,"2026-04-24T19:29:56.397Z","1431.8182","/1/Titulos/ICLND/CotizacionDetalle"
"cedears","IEMG","Cedear Ishares Core Msci Emerg","bcba",,"9755","9600","9755","3.5","0","9755","9600",,,"2026-04-24T19:55:50.573Z","1449.4799","/1/Titulos/IEMG/CotizacionDetalle"
"cedears","IEMGD","Cedear Ishares Core Msci Emerg","bcba",,"6.73","6.73","6.73","0.59","0","6.8","6.73",,,"2026-04-24T19:49:02.973Z","1449.4799","/1/Titulos/IEMGD/CotizacionDetalle"
"cedears","IEUR","Cedear Ishares Core Msci Europ","bcba",,"10120","9895","10120","2.53","0","10130","9895",,,"2026-04-24T19:56:19.030Z","1437.5","/1/Titulos/IEUR/CotizacionDetalle"
"cedears","IEURC","Cedear Ishares Core Msci Europe","bcba",,"6.84","6.91","6.84","0","0","0","0",,,"2026-04-24T04:00:44.247Z","1437.5","/1/Titulos/IEURC/CotizacionDetalle"
"cedears","IEURD","Cedear Ishares Core Msci Europ","bcba",,"7.04","7.09","7.04","0.14","0","7.09","6.96",,,"2026-04-24T18:48:41.313Z","1437.5","/1/Titulos/IEURD/CotizacionDetalle"
"cedears","IFF","Cedear Inter. Flavors&Fragance","bcba",,"8830","8745","8830","1.37","0","8830","8720",,,"2026-04-24T19:05:10.130Z","1424.1935","/1/Titulos/IFF/CotizacionDetalle"
"cedears","IFFD","Cedear International Flavors & Fragrance","bcba",,"6.2","6.18","6.2","0.32","0","0","0",,,"2026-04-24T13:46:29.407Z","1424.1935","/1/Titulos/IFFD/CotizacionDetalle"
"cedears","IJH","Cedear Etf Ishares Core S&P Mid - Cap","bcba",,"9085","8950","9085","1.96","0","9070","8950",,,"2026-04-24T19:30:40.613Z","1426.2166","/1/Titulos/IJH/CotizacionDetalle"
"cedears","IJHD","Cedear Etf Ishares Core S&P Mi","bcba",,"6.37","6.23","6.37","2.24","0","0","0",,,"2026-04-24T16:46:19.843Z","1426.2166","/1/Titulos/IJHD/CotizacionDetalle"
"cedears","ILF","Cedear Ishares Latin America 40 Etf","bcba",,"9185","9035","9185","1.43","0","9190","8990",,,"2026-04-24T19:54:30.447Z","1439.6552","/1/Titulos/ILF/CotizacionDetalle"
"cedears","ILFC","Cedear Ishares Latin America 40 Etf","bcba",,"6.39","6.34","6.39","0","0","6.34","6.34",,,"2026-04-24T04:01:15.683Z","1439.6552","/1/Titulos/ILFC/CotizacionDetalle"
"cedears","ILFD","Cedear Ishares Latin America 40 Etf","bcba",,"6.38","6.29","6.38","-0.62","0","6.47","6.28",,,"2026-04-24T19:53:45.437Z","1439.6552","/1/Titulos/ILFD/CotizacionDetalle"
